Model,Pipeline,Train_score,Test_score,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,DataTime
"Lasso(alpha=1.5, max_iter=1850, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=1850, random_state=1,
                       warm_start=True))])",0.772089119,0.779213937,1.5,1850,cyclic,CYCLE1,,,,,,,16:01.6
"Lasso(alpha=1.5, max_iter=1850, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=1850, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,1850,random,CYCLE1,,,,,,,16:01.7
"Lasso(alpha=1.5, max_iter=1900, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=1900, random_state=1,
                       warm_start=True))])",0.772089107,0.779214028,1.5,1900,cyclic,CYCLE1,,,,,,,16:01.8
"Lasso(alpha=1.5, max_iter=1900, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=1900, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,1900,random,CYCLE1,,,,,,,16:01.8
"Lasso(alpha=1.5, max_iter=1950, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=1950, random_state=1,
                       warm_start=True))])",0.772089099,0.77921409,1.5,1950,cyclic,CYCLE1,,,,,,,16:01.9
"Lasso(alpha=1.5, max_iter=1950, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=1950, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,1950,random,CYCLE1,,,,,,,16:02.0
"Lasso(alpha=1.5, max_iter=2000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2000, random_state=1,
                       warm_start=True))])",0.772089094,0.779214132,1.5,2000,cyclic,CYCLE1,,,,,,,16:02.0
"Lasso(alpha=1.5, max_iter=2000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2000, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2000,random,CYCLE1,,,,,,,16:02.1
"Lasso(alpha=1.5, max_iter=2050, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2050, random_state=1,
                       warm_start=True))])",0.77208909,0.779214161,1.5,2050,cyclic,CYCLE1,,,,,,,16:02.2
"Lasso(alpha=1.5, max_iter=2050, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2050, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2050,random,CYCLE1,,,,,,,16:02.2
"Lasso(alpha=1.5, max_iter=2100, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2100, random_state=1,
                       warm_start=True))])",0.772089088,0.77921418,1.5,2100,cyclic,CYCLE1,,,,,,,16:02.3
"Lasso(alpha=1.5, max_iter=2100, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2100, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2100,random,CYCLE1,,,,,,,16:02.4
"Lasso(alpha=1.5, max_iter=2150, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2150, random_state=1,
                       warm_start=True))])",0.772089086,0.779214194,1.5,2150,cyclic,CYCLE1,,,,,,,16:02.4
"Lasso(alpha=1.5, max_iter=2150, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2150, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2150,random,CYCLE1,,,,,,,16:02.5
"Lasso(alpha=1.5, max_iter=2200, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2200, random_state=1,
                       warm_start=True))])",0.772089085,0.779214203,1.5,2200,cyclic,CYCLE1,,,,,,,16:02.6
"Lasso(alpha=1.5, max_iter=2200, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2200, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2200,random,CYCLE1,,,,,,,16:02.6
"Lasso(alpha=1.5, max_iter=2250, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2250, random_state=1,
                       warm_start=True))])",0.772089084,0.779214209,1.5,2250,cyclic,CYCLE1,,,,,,,16:02.7
"Lasso(alpha=1.5, max_iter=2250, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2250, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2250,random,CYCLE1,,,,,,,16:02.8
"Lasso(alpha=1.5, max_iter=2300, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2300, random_state=1,
                       warm_start=True))])",0.772089493,0.779210754,1.5,2300,cyclic,CYCLE1,,,,,,,16:02.8
"Lasso(alpha=1.5, max_iter=2300, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2300, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2300,random,CYCLE1,,,,,,,16:02.9
"Lasso(alpha=1.5, max_iter=2350, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2350, random_state=1,
                       warm_start=True))])",0.772090223,0.779204227,1.5,2350,cyclic,CYCLE1,,,,,,,16:03.0
"Lasso(alpha=1.5, max_iter=2350, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2350, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2350,random,CYCLE1,,,,,,,16:03.0
"Lasso(alpha=1.5, max_iter=2400, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2400, random_state=1,
                       warm_start=True))])",0.772090733,0.779199096,1.5,2400,cyclic,CYCLE1,,,,,,,16:03.1
"Lasso(alpha=1.5, max_iter=2400, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2400, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2400,random,CYCLE1,,,,,,,16:03.2
"Lasso(alpha=1.5, max_iter=2450, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2450, random_state=1,
                       warm_start=True))])",0.772091096,0.779195074,1.5,2450,cyclic,CYCLE1,,,,,,,16:03.3
"Lasso(alpha=1.5, max_iter=2450, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2450, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2450,random,CYCLE1,,,,,,,16:03.3
"Lasso(alpha=1.5, max_iter=2500, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2500, random_state=1,
                       warm_start=True))])",0.772091358,0.779191928,1.5,2500,cyclic,CYCLE1,,,,,,,16:03.4
"Lasso(alpha=1.5, max_iter=2500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2500, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2500,random,CYCLE1,,,,,,,16:03.5
"Lasso(alpha=1.5, max_iter=2550, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2550, random_state=1,
                       warm_start=True))])",0.772091646,0.779188072,1.5,2550,cyclic,CYCLE1,,,,,,,16:03.6
"Lasso(alpha=1.5, max_iter=2550, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2550, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2550,random,CYCLE1,,,,,,,16:03.6
"Lasso(alpha=1.5, max_iter=2600, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2600, random_state=1,
                       warm_start=True))])",0.772092037,0.779182235,1.5,2600,cyclic,CYCLE1,,,,,,,16:03.7
"Lasso(alpha=1.5, max_iter=2600, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2600, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2600,random,CYCLE1,,,,,,,16:03.8
"Lasso(alpha=1.5, max_iter=2650, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2650, random_state=1,
                       warm_start=True))])",0.772092348,0.779176724,1.5,2650,cyclic,CYCLE1,,,,,,,16:03.8
"Lasso(alpha=1.5, max_iter=2650, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2650, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2650,random,CYCLE1,,,,,,,16:03.9
"Lasso(alpha=1.5, max_iter=2700, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2700, random_state=1,
                       warm_start=True))])",0.772092592,0.779171524,1.5,2700,cyclic,CYCLE1,,,,,,,16:04.0
"Lasso(alpha=1.5, max_iter=2700, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2700, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2700,random,CYCLE1,,,,,,,16:04.0
"Lasso(alpha=1.5, max_iter=2750, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2750, random_state=1,
                       warm_start=True))])",0.77209278,0.779166621,1.5,2750,cyclic,CYCLE1,,,,,,,16:04.1
"Lasso(alpha=1.5, max_iter=2750, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2750, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2750,random,CYCLE1,,,,,,,16:04.2
"Lasso(alpha=1.5, max_iter=2800, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2800, random_state=1,
                       warm_start=True))])",0.772092919,0.779162003,1.5,2800,cyclic,CYCLE1,,,,,,,16:04.3
"Lasso(alpha=1.5, max_iter=2800, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2800, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2800,random,CYCLE1,,,,,,,16:04.4
"Lasso(alpha=1.5, max_iter=2850, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2850, random_state=1,
                       warm_start=True))])",0.772093019,0.779157654,1.5,2850,cyclic,CYCLE1,,,,,,,16:04.5
"Lasso(alpha=1.5, max_iter=2850, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2850, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2850,random,CYCLE1,,,,,,,16:04.5
"Lasso(alpha=1.5, max_iter=2900, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2900, random_state=1,
                       warm_start=True))])",0.772093084,0.779153561,1.5,2900,cyclic,CYCLE1,,,,,,,16:04.6
"Lasso(alpha=1.5, max_iter=2900, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2900, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2900,random,CYCLE1,,,,,,,16:04.7
"Lasso(alpha=1.5, max_iter=2950, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2950, random_state=1,
                       warm_start=True))])",0.772093122,0.779149712,1.5,2950,cyclic,CYCLE1,,,,,,,16:04.8
"Lasso(alpha=1.5, max_iter=2950, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=2950, random_state=1,
                       selection='random', warm_start=True))])",0.772081538,0.779009046,1.5,2950,random,CYCLE1,,,,,,,16:04.8
"Lasso(alpha=1.5, max_iter=3000, random_state=1, warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=1.5, max_iter=3000, random_state=1,
                       warm_start=True))])",0.772093136,0.779146093,1.5,3000,cyclic,CYCLE1,,,,,,,16:05.0
